customer_id,branch_id,name,email,city,signup_date
d7411fab-3d21-4561-9652-5d3cbd95e64b,2,Michelle Oliver,jordanjeremiah@example.org,East Jeremy,2024-08-07
e08ea590-960a-4ba6-adc5-83eaa17da377,2,Daniel Gonzalez,barbaraoneill@example.org,Michaelmouth,2024-06-30
802398cc-0131-4a3d-a5f5-2579147e4054,2,Sharon Brock,benjaminporter@example.com,Josephchester,2025-06-08
5f2b8858-582e-4ec9-b32d-e2858fedfa8e,2,Robert Perry,andrea16@example.net,Jonathanville,2024-03-05
ff0971d7-724c-4480-aac4-f41e9ac9830e,2,Jack Kent,tylerellison@example.org,South Christopherborough,2024-11-13
050c7253-74d9-437d-b206-88297e2f526b,2,Robin Berg,karina26@example.net,Wallton,2025-06-23
75fb1ce1-7499-4576-b292-38760145fde1,2,Scott Johnson,jason27@example.net,Port Sharon,2025-09-06
edf78502-ba80-4619-8bca-74740cb380c8,2,Jeffrey Gibbs,robertgrant@example.com,Lake Nicole,2024-06-30
b0f11398-b95c-4c0f-b0d3-fa8e48b2a8c2,2,Mary Conley,pamelapalmer@example.net,Lake Jonathan,2025-10-17
e98a7401-9051-4197-a894-96847d699ff1,2,Denise Gallegos,manueltownsend@example.com,North Williamville,2024-06-11
229184b6-a561-4e3f-95c2-76fed32086d7,2,Carl Neal,lopezangela@example.com,Lewiston,2024-02-18
2c35e1e2-4fae-4c13-8cab-23911709ed2a,2,Thomas Baker,petersonronald@example.net,South Tiffany,2023-12-23
1d14e2a7-5f9c-4d6c-9a8f-d9e06e07ef58,2,Cheryl Evans,katherinegarcia@example.net,Lisaburgh,2025-05-14
4c3b552b-8668-46e5-8200-6262fb6f2d1d,2,Lisa Barnes,stevenmorris@example.org,Thomasbury,2024-10-04
674f8b2d-864f-4e50-b232-fdac58b1c199,2,Patrick Fischer,paul92@example.net,Valdezhaven,2025-11-07
db10d545-39fb-45fe-b3d3-c86bb37e7b55,2,Monica Buck,cjordan@example.com,Townsendchester,2025-02-27
d85bc841-4549-46e2-bd34-0ba6b45252bc,2,Richard Schwartz,fparker@example.org,South Jaimemouth,2024-07-14
6aa31e0f-521f-4089-8755-632d90bc4fb8,2,Brittany Hernandez,njames@example.org,Christopherport,2024-10-25
90a7abf4-2b53-4d9b-b11b-0d30611e671c,2,Sydney Lane,shelleyorozco@example.org,Damonshire,2025-02-05
86243ba0-9627-44d9-9b15-c559f0d8a19b,2,Stephanie Williamson,salazarkenneth@example.com,Lake Barbara,2025-08-20
042c3c67-be83-4028-a7fc-575a72c07e45,2,Morgan Gould,trivera@example.org,Baileychester,2025-04-09
19232b88-618a-41ba-961c-b87a234ccf16,2,Terry Gonzalez,qallison@example.net,North Brentstad,2024-06-26
996f2565-8b87-4eed-8623-0e10deff3a67,2,Daniel Williams,cwinters@example.net,New Nicolefort,2024-12-28
0b038a82-2f0d-4a40-a8d5-f084a3022e72,2,Lisa Harding,jonesdanielle@example.net,Patelburgh,2024-08-25
82ff436a-b7bb-4602-aab7-fcaeca7de350,2,John Webb,jbradley@example.net,Stephanieside,2024-08-07
2b19d1f9-33ac-48c1-a8d3-05b91aee4660,2,Richard Edwards,john22@example.com,North Andrewport,2024-05-05
12ec1a8d-13cd-4cf3-8e7d-d29ac219bf88,2,Joanna Hayes,jharris@example.com,North Tinatown,2025-09-04
49b4a593-9cdd-459f-b3d7-fc0dcc6d6faa,2,Justin Evans,cochrandebra@example.net,Christinahaven,2024-06-01
b67a410d-2d68-4f4a-b9a9-09fc19c8105b,2,Gary Gallegos,john60@example.com,Mooreburgh,2025-03-04
