customer_id,branch_id,name,email,city,signup_date
ed8af27a-f132-4a4b-bc4a-563bf9a8ec98,4,Sarah Martin,kevin23@example.net,Ryanstad,2024-01-09
055e708e-ef20-4a09-b7a6-e96b81197714,4,Mary Elliott,samuelmoreno@example.net,Blackmouth,2024-12-23
94dd6020-032f-4cb2-81d9-994a8d8785fb,4,Kristen Medina,christopher67@example.com,New Jennifer,2024-02-04
88ae948e-8a41-438b-87ee-e35164a7a385,4,Tracy Neal,sextonjoshua@example.org,Whitefort,2024-11-10
30e82463-51df-402c-999c-48205537d15e,4,Catherine Salas,freemanhaley@example.org,Moyertown,2024-07-15
7bbaddbd-774e-4a8c-a565-84c04c79acd5,4,Alicia Santiago,anthonyjohnson@example.com,New Robert,2024-05-19
f89f9b98-2dfb-49f2-b90b-51d3434939b1,4,Jodi Taylor,joseph77@example.org,Crystalville,2024-04-20
94047593-8e99-4dac-bd4b-b90eddfa3f4c,4,Michael Foster,jodi30@example.com,Morganborough,2024-10-11
61830cd5-74e3-4a8c-bf16-fbce23b671d0,4,Zachary Bennett,thomasjones@example.org,Melissaberg,2025-07-04
f7b2c0dc-1ec9-4fa6-b4db-e1873d31d78a,4,William Martinez,ypatton@example.org,South Gary,2024-08-20
764c9314-3dd6-4ac6-8f09-b7546c5306ed,4,Lindsey Vincent,rodriguezkimberly@example.net,Hernandezhaven,2024-08-28
6aa57cdd-19bf-468d-8ce8-662ec8a52790,4,Mr. Charles Gutierrez,david37@example.org,New Jacquelineberg,2025-01-13
c985662f-55f6-4933-bfc8-7a828d8271f5,4,Nicole Alvarez,ydelgado@example.com,East Emilyfurt,2024-07-26
76efc0d1-5252-4d34-9a50-6342b7c13268,4,Alexander Sanders,townsendjasmine@example.org,North Deborah,2025-04-25
2dbcb052-781d-40b2-b76e-c215e656d39d,4,Jesus Bradley,chadwright@example.com,South Jacobbury,2024-11-03
61aa155c-7c02-488b-b663-ca075f489399,4,Alyssa Freeman,lopezmatthew@example.org,Port Vanessatown,2024-03-25
4f193366-906b-46a0-9049-6d63c1ae7e82,4,Kevin Joseph,michael38@example.com,Jessicatown,2025-09-05
9fa605e7-9b6c-4a79-b19b-d17a2358d36d,4,Lisa Moyer,lydia34@example.com,Myerstown,2024-02-13
ca3c6ebb-e8cd-46c3-883d-5802a1b6eaef,4,Rebecca Newman,jessicapatton@example.org,Murphyberg,2024-01-04
6951ea11-0315-420e-b5c4-e22d3ecb93a6,4,Sandra Martin,matthewmassey@example.net,North Amanda,2024-10-20
7f84dc42-d8f3-4e37-b088-5c921f503bc7,4,William Martin,lindaroberts@example.com,East Emma,2024-05-27
293c5b1e-97ea-4364-9593-cd75d1e65667,4,Thomas Davis,jbenson@example.org,South Brian,2024-09-02
3dd3f025-f7a3-4494-bed1-bccdaf70be07,4,Danielle Rice,dianastuart@example.org,North Sandraview,2024-04-29
0eed9a3d-d4c1-4bf4-86ee-8abcaf480189,4,Amanda Richard,ypatel@example.org,Lake Adam,2024-01-17
48fd8329-226a-49c5-8ede-6544054009c8,4,Evan Robbins,myersdarrell@example.org,Cynthiachester,2025-09-06
18343d6a-0ef4-470e-8a96-9ba57c5c56e9,4,Anthony Harvey,dsharp@example.com,Shermanburgh,2024-01-31
4fddb7f0-2d6e-441f-9fea-3917a3967ed5,4,Scott Garcia,karen38@example.net,East Eric,2024-11-14
ac3e739d-36eb-4af5-abad-add443808064,4,Robert Gomez,lisarichard@example.com,South Tracey,2023-11-10
ee065b09-941f-4c28-80df-1eeb80361a70,4,Shelley Adams,christopherschwartz@example.com,Davidview,2024-04-05
1a8dbf95-4e09-4b54-b148-d5997928beb2,4,Todd Smith,williamlara@example.org,Port Carlos,2025-02-05
e9ece7af-4ecd-4a78-82fb-d8df861deea9,4,Samuel Gonzales,guerrerotina@example.org,North Sabrinaburgh,2024-08-30
